title,domestic_revenue,world_revenue,distributor,opening_revenue,opening_theaters,budget,MPAA,genres,release_days
Let There Be Light,"$7,233,471","$7,233,471",Atlas Distribution Company,"$1,729,535",373,N/A,PG-13,Drama,431
Gold,"$7,227,038","$14,880,939",The Weinstein Company,"$3,471,316","2,166",N/A,R,"Crime,Drama",339
Jackie,"$13,960,394","$24,270,399",Fox Searchlight Pictures,"$278,715",5,N/A,R,"Biography,Drama,History",395
The Space Between Us,"$7,885,294","$16,080,475",STX Entertainment,"$3,775,596","2,812","$30,000,000",PG-13,"Drama,Romance,Sci-Fi",332
A Cure for Wellness,"$8,106,986","$26,620,002",Twentieth Century Fox,"$4,356,941","2,704","$40,000,000",R,"Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",318
The Promise,"$8,224,288","$12,448,676",Open Road Films (II),"$4,095,718","2,251","$90,000,000",PG-13,"Action,Adventure,Drama,History,War",255
The Lost City of Z,"$8,580,410","$19,263,938",Bleecker Street Media,"$110,175",4,N/A,PG-13,"Biography,Drama,History",262
Rock Dog,"$9,420,546","$23,157,646",Lionsgate,"$3,704,749","2,077",N/A,PG,"Adventure,Animation,Comedy,Family,Music",311
Marshall,"$10,051,659","$10,116,816",Open Road Films (II),"$3,000,805",821,"$12,000,000",PG-13,"Biography,Crime,Drama,History",445
Thank You for Your Service,"$9,536,300","$9,995,692",Universal Pictures,"$3,817,700","2,054","$20,000,000",R,"Biography,Drama,War",70
The Belko Experiment,"$10,166,820","$11,084,630",BH Tilt,"$4,137,230","1,341","$5,000,000",R,"Horror,Thriller",290
Live by Night,"$10,378,555","$22,678,555",Warner Bros.,"$33,336",4,N/A,R,"Action,Crime,Drama,Thriller",372
The Beguiled,"$10,709,995","$27,869,129",Focus Features,"$229,292",4,N/A,R,"Drama,Thriller",192
Fantastic Beasts and Where to Find Them,"$234,037,575","$814,037,575",Warner Bros.,"$74,403,387","4,144","$180,000,000",PG-13,"Adventure,Family,Fantasy",409
Arrival,"$100,546,139","$203,388,186",Paramount Pictures,"$24,074,047","2,317","$47,000,000",PG-13,"Drama,Mystery,Sci-Fi,Thriller",416
Unforgettable,"$11,368,012","$17,768,012",Warner Bros.,"$4,785,431","2,417","$12,000,000",R,"Drama,Thriller",255
Before I Fall,"$12,241,122","$16,373,843",Open Road Films (II),"$4,690,214","2,346",N/A,PG-13,"Drama,Fantasy,Mystery",304
Battle of the Sexes,"$12,638,526","$18,598,607",Fox Searchlight Pictures,"$518,332",21,N/A,PG-13,"Biography,Comedy,Drama,Sport",105
All the Money in the World,"$25,113,707","$56,996,304",TriStar Pictures,"$5,584,684","2,074",N/A,R,"Biography,Crime,Drama,Mystery,Thriller",372
The Founder,"$12,786,053","$24,121,245",The Weinstein Company,"$3,404,102","1,115",N/A,PG-13,"Biography,Drama,History",347
Playing with Fire,"$44,451,847","$64,391,669",Paramount Pictures,"$12,723,781","3,125","$29,900,000",PG,"Comedy,Family",95
"Roman J. Israel, Esq.","$11,962,778","$13,025,860",Sony Pictures Releasing,"$61,999",4,"$22,000,000",PG-13,"Crime,Drama,Thriller",410
Rambo: Last Blood,"$44,819,352","$91,490,353",Lionsgate,"$18,872,919","3,618","$50,000,000",R,"Action,Adventure,Thriller",144
Wonder Park,"$45,216,793","$119,559,110",Paramount Pictures,"$15,853,646","3,838",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy",333
Ad Astra,"$50,188,370","$132,807,427",Twentieth Century Fox,"$19,001,398","3,460",N/A,PG-13,"Adventure,Drama,Mystery,Sci-Fi,Thriller",144
Five Feet Apart,"$45,729,221","$91,522,094",Lionsgate,"$13,190,286","2,803",N/A,PG-13,"Drama,Romance",333
Ma,"$45,896,028","$61,105,672",Universal Pictures,"$18,099,805","2,808","$5,000,000",R,"Horror,Mystery,Thriller",256
Gemini Man,"$48,546,770","$173,469,516",Paramount Pictures,"$20,552,372","3,642","$138,000,000",PG-13,"Action,Drama,Sci-Fi,Thriller",123
Isn't It Romantic,"$48,791,187","$48,791,187",Warner Bros.,"$14,247,758","3,444",N/A,PG-13,"Comedy,Fantasy,Romance",363
Green Book,"$85,080,171","$329,704,599",Universal Pictures,"$320,429",25,"$23,000,000",PG-13,"Biography,Comedy,Drama,Music",452
What Men Want,"$54,611,903","$72,216,294",Paramount Pictures,"$18,232,087","2,912","$20,000,000",R,"Comedy,Fantasy,Romance",368
Pet Sematary,"$54,724,696","$113,118,226",Paramount Pictures,"$24,502,775","3,585","$21,000,000",R,"Horror,Mystery,Thriller",312
The Curse of la Llorona,"$54,733,739","$123,133,739",Warner Bros.,"$26,347,631","3,372","$9,000,000",R,"Horror,Mystery,Thriller",298
Dora and the Lost City of Gold,"$60,477,943","$120,729,461",Paramount Pictures,"$17,431,588","3,735","$49,000,000",PG,"Adventure,Family",186
Bumblebee,"$127,195,589","$467,989,645",Paramount Pictures,"$21,654,047","3,550","$135,000,000",PG-13,"Action,Adventure,Sci-Fi",417
Midway,"$56,846,802","$124,899,204",Lionsgate,"$17,897,419","3,242","$100,000,000",PG-13,"Action,Drama,History,War",95
A Beautiful Day in the Neighborhood,"$61,335,815","$65,797,820",Sony Pictures Releasing,"$13,251,238","3,235","$25,000,000",PG,"Biography,Drama",81
Escape Room,"$57,005,601","$155,712,077",Sony Pictures Releasing,"$18,238,172","2,717","$9,000,000",PG-13,"Action,Adventure,Horror,Mystery,Thriller",403
Abominable,"$60,716,390","$189,772,088",Universal Pictures,"$20,612,100","4,242","$75,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",137
Terminator: Dark Fate,"$62,253,077","$261,119,292",Paramount Pictures,"$29,033,832","4,086","$185,000,000",R,"Action,Adventure,Sci-Fi",102
X-Men: Dark Phoenix,"$65,845,974","$252,442,974",Twentieth Century Fox,"$32,828,348","3,721",N/A,PG-13,"Action,Adventure,Sci-Fi",249
Mary Poppins Returns,"$171,958,438","$349,537,494",Walt Disney Studios Motion Pictures,"$23,523,121","4,090","$130,000,000",PG,"Comedy,Family,Fantasy,Musical",419
Scary Stories to Tell in the Dark,"$68,947,075","$105,647,580",Lionsgate,"$20,915,346","3,135","$25,000,000",PG-13,"Horror,Mystery,Thriller",186
Angel Has Fallen,"$69,030,436","$147,501,990",Lionsgate,"$21,380,987","3,286","$40,000,000",R,"Action,Thriller",172
Father Figures,"$17,501,244","$25,601,244",Warner Bros.,"$3,287,451","2,902",N/A,R,"Comedy,Drama",375
Megan Leavey,"$13,406,883","$14,510,490",Bleecker Street Media,"$3,810,867","1,956",N/A,PG-13,"Biography,Drama,War",206
Wish Upon,"$14,301,505","$23,468,586",Broad Green Pictures,"$5,467,084","2,250","$12,000,000",PG-13,"Drama,Fantasy,Horror,Mystery,Thriller",171
Detroit,"$16,790,139","$23,355,100",Annapurna Pictures,"$350,190",20,"$34,000,000",R,"Crime,Drama,History,Thriller",157
Flatliners,"$16,883,115","$45,158,254",Sony Pictures Releasing,"$6,574,326","2,552","$19,000,000",PG-13,"Drama,Horror,Mystery,Sci-Fi,Thriller",98
Born in China,"$13,873,211","$25,081,168",Walt Disney Studios Motion Pictures,"$4,790,367","1,508",N/A,G,Documentary,255
It Comes At Night,"$13,985,117","$19,735,344",A24,"$5,988,370","2,533",N/A,R,"Horror,Mystery",206
The Case for Christ,"$14,682,684","$18,175,663",Pure Flix Entertainment,"$3,967,885","1,174",N/A,PG,"Biography,Drama",269
Moonlight,"$27,854,932","$65,336,603",A24,"$402,075",4,"$4,000,000",R,Drama,437
The Shape of Water,"$63,859,435","$195,333,312",Fox Searchlight Pictures,"$166,564",2,N/A,R,"Adventure,Drama,Fantasy,Romance,Thriller",396
Downsizing,"$24,449,754","$55,003,890",Paramount Pictures,"$4,954,287","2,668","$68,000,000",R,"Drama,Sci-Fi",375
Mother!,"$17,800,004","$44,516,999",Paramount Pictures,"$7,534,673","2,368","$30,000,000",R,"Drama,Horror,Mystery",108
The Disaster Artist,"$21,120,616","$29,820,616",A24,"$1,211,345",19,N/A,R,"Biography,Comedy,Drama",396
Darkest Hour,"$56,468,410","$150,847,207",Focus Features,"$175,006",4,N/A,PG-13,"Biography,Drama,History,War",405
Only the Brave,"$18,343,983","$26,351,322",Sony Pictures Releasing,"$6,002,665","2,577","$38,000,000",PG-13,"Action,Biography,Drama",438
Assassin's Creed,"$54,647,948","$240,697,856",Twentieth Century Fox,"$10,278,225","2,970","$125,000,000",PG-13,"Action,Adventure,Sci-Fi",376
The Glass Castle,"$17,273,059","$22,088,533",Lionsgate,"$4,678,548","1,461",N/A,PG-13,"Biography,Drama",143
The Zookeeper's Wife,"$17,571,660","$26,152,835",Focus Features,"$3,288,835",541,N/A,PG-13,"Biography,Drama,History,War",276
Baahubali 2: The Conclusion,"$20,186,659","$254,158,390",Great India Films,"$10,430,497",425,N/A,N/A,"Action,Drama",248
The Circle,"$20,497,844","$40,656,399",STX Entertainment,"$9,034,148","3,163","$18,000,000",PG-13,"Drama,Sci-Fi,Thriller",248
CHIPS,"$18,600,152","$26,800,152",Warner Bros.,"$7,722,802","2,464","$25,000,000",R,"Action,Comedy,Crime",283
Diary of a Wimpy Kid: The Long Haul,"$20,738,724","$40,140,972",Twentieth Century Fox,"$7,126,084","3,157","$22,000,000",PG,"Comedy,Family",227
Sleepless,"$20,783,704","$32,917,353",Open Road Films (II),"$8,344,128","1,803",N/A,R,"Action,Crime,Thriller",353
Leap!,"$21,858,070","$21,929,861",The Weinstein Company,"$4,730,038","2,575",N/A,PG,"Adventure,Animation,Comedy,Family,Music",133
Zombieland: Double Tap,"$73,123,082","$122,806,419",Sony Pictures Releasing,"$26,803,104","3,468","$42,000,000",R,"Action,Comedy,Horror",116
Yesterday,"$73,286,650","$153,707,793",Universal Pictures,"$17,010,050","2,603","$26,000,000",PG-13,"Comedy,Fantasy,Music,Musical,Romance",228
Annabelle Comes Home,"$74,152,591","$231,252,591",Warner Bros.,"$20,269,723","3,613",N/A,R,"Horror,Mystery,Thriller",230
Manchester by the Sea,"$47,695,371","$78,988,148",Roadside Attractions,"$256,498",4,"$9,000,000",R,Drama,409
Men in Black: International,"$80,001,807","$253,890,701",Sony Pictures Releasing,"$30,035,838","4,224","$110,000,000",PG-13,"Action,Adventure,Comedy,Sci-Fi",242
Spider-Man: Into the Spider-Verse,"$190,241,310","$375,540,831",Sony Pictures Releasing,"$35,363,376","3,813",N/A,PG,"Action,Adventure,Animation,Family,Sci-Fi",424
Good Boys,"$83,140,306","$110,940,306",Universal Pictures,"$21,402,605","3,204","$20,000,000",R,"Adventure,Comedy",179
Alita: Battle Angel,"$85,710,210","$404,852,543",Twentieth Century Fox,"$28,525,613","3,790","$170,000,000",PG-13,"Action,Adventure,Sci-Fi,Thriller",362
Rocketman,"$96,368,160","$195,179,299",Paramount Pictures,"$25,725,722","3,610","$40,000,000",R,"Biography,Drama,Music,Musical",256
Downton Abbey,"$96,854,135","$191,560,555",Focus Features,"$31,033,665","3,079",N/A,PG,"Drama,Romance",144
The Addams Family,"$97,185,807","$200,185,807",United Artists Releasing,"$30,300,007","4,007",N/A,PG,"Animation,Comedy,Family,Fantasy,Horror",123
Hustlers,"$104,963,598","$157,563,598",STX Entertainment,"$33,181,361","3,250","$20,000,000",R,"Comedy,Crime,Drama,Thriller",151
The Lego Movie 2: The Second Part,"$105,806,508","$192,306,508",Warner Bros.,"$34,115,335","4,303",N/A,PG,"Action,Adventure,Animation,Comedy,Family,Fantasy,Musical",368
Ford v Ferrari,"$116,413,744","$223,667,753",Twentieth Century Fox,"$31,474,958","3,528","$97,600,000",PG-13,"Action,Biography,Drama,Sport",88
The Upside,"$108,252,517","$125,852,517",STX Entertainment,"$20,355,000","3,080","$37,500,000",PG-13,"Comedy,Drama",396
A Madea Family Funeral,"$73,257,045","$74,747,725",Lionsgate,"$27,062,332","2,442",N/A,PG-13,Comedy,347
Godzilla: King of the Monsters,"$110,500,138","$386,600,138",Warner Bros.,"$47,776,293","4,108","$170,000,000",PG-13,"Action,Adventure,Fantasy,Sci-Fi",256
Glass,"$111,048,468","$246,999,039",Universal Pictures,"$40,328,920","3,841","$20,000,000",PG-13,"Drama,Sci-Fi,Thriller",389
Maleficent: Mistress of Evil,"$113,923,281","$491,723,765",Walt Disney Studios Motion Pictures,"$36,948,713","3,790",N/A,PG,"Adventure,Family,Fantasy",116
Dumbo,"$114,766,307","$353,284,621",Walt Disney Studios Motion Pictures,"$45,990,748","4,259","$170,000,000",PG,"Adventure,Family,Fantasy",319
Knives Out,"$159,063,469","$299,763,469",Lionsgate,"$26,769,548","3,461","$40,000,000",PG-13,"Comedy,Crime,Drama,Mystery,Thriller",76
My Little Pony: The Movie,"$21,885,107","$60,330,833",Lionsgate,"$8,885,899","2,528","$6,500,000",PG,"Adventure,Animation,Comedy,Drama,Family,Fantasy,Musical",91
Rough Night,"$22,105,643","$47,347,283",Sony Pictures Releasing,"$8,004,283","3,162","$20,000,000",R,"Comedy,Crime,Thriller",199
Victoria & Abdul,"$22,245,070","$66,558,465",Focus Features,"$158,845",4,N/A,PG-13,"Biography,Drama,History",466
The Bye Bye Man,"$22,395,806","$29,874,280",STX Entertainment,"$13,501,349","2,220","$7,400,000",PG-13,"Drama,Fantasy,Horror,Mystery,Thriller",353
"Three Billboards Outside Ebbing, Missouri","$54,513,740","$160,192,031",Fox Searchlight Pictures,"$322,168",4,N/A,R,"Comedy,Crime,Drama",417
Gifted,"$24,801,212","$43,046,590",Fox Searchlight Pictures,"$446,380",56,"$7,000,000",PG-13,Drama,269
The House,"$25,584,504","$34,184,504",Warner Bros.,"$8,724,795","3,134","$40,000,000",R,"Comedy,Crime",185
Resident Evil: The Final Chapter,"$26,830,068","$312,242,626",Screen Gems,"$13,601,682","3,104","$40,000,000",R,"Action,Horror,Sci-Fi,Thriller",339
Home Again,"$27,020,284","$37,270,721",Open Road Films (II),"$8,567,881","2,940","$12,000,000",PG-13,"Comedy,Drama,Romance",119
Logan Lucky,"$27,780,977","$48,453,605",Bleecker Street Media,"$7,600,036","3,031","$29,000,000",PG-13,"Comedy,Crime,Drama",140
Rings,"$27,793,018","$83,080,890",Paramount Pictures,"$13,002,632","2,931","$25,000,000",PG-13,"Drama,Horror,Mystery,Romance",332
The Nut Job 2: Nutty by Nature,"$28,370,522","$68,743,485",Open Road Films (II),"$8,342,311","4,003","$40,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",143
Why Him?,"$60,323,786","$118,102,725",Twentieth Century Fox,"$11,002,986","2,917","$38,000,000",R,Comedy,374
Life,"$30,234,022","$100,541,806",Sony Pictures Releasing,"$12,501,936","3,146","$58,000,000",R,"Horror,Sci-Fi,Thriller",283
The Mountain Between Us,"$30,348,555","$62,832,209",Twentieth Century Fox,"$10,551,336","3,088","$35,000,000",PG-13,"Action,Adventure,Drama,Romance,Thriller",91
Underworld: Blood Wars,"$30,353,973","$81,093,313",Screen Gems,"$13,688,751","3,070","$35,000,000",R,"Action,Drama,Fantasy,Horror,Sci-Fi,War",360
Kidnap,"$30,971,040","$34,814,102",Aviron Pictures,"$10,016,323","2,378","$21,000,000",R,"Crime,Drama,Thriller",154
Patriots Day,"$31,886,361","$52,185,751",Lionsgate,"$161,306",7,"$45,000,000",R,"Action,Crime,Drama,History,Thriller",376
How to Be a Latin Lover,"$32,149,404","$62,547,032",Pantelion Films,"$12,252,439","1,118",N/A,PG-13,"Comedy,Drama",248
Fist Fight,"$32,187,017","$41,087,017",Warner Bros.,"$12,201,873","3,185",N/A,R,Comedy,318
Monster Trucks,"$33,370,166","$64,493,915",Paramount Pictures,"$10,950,705","3,119",N/A,PG,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",353
Geostorm,"$33,700,160","$221,600,160",Warner Bros.,"$13,707,376","3,246","$120,000,000",PG-13,"Action,Sci-Fi,Thriller",438
Aquaman,"$335,061,807","$1,148,461,807",Warner Bros.,"$67,873,522","4,125",N/A,PG-13,"Action,Adventure,Fantasy,Sci-Fi",417
Shazam!,"$140,371,656","$365,971,656",Warner Bros.,"$53,505,326","4,217","$100,000,000",PG-13,"Action,Adventure,Comedy,Fantasy",312
Fences,"$57,682,904","$64,414,761",Paramount Pictures,"$129,462",4,"$24,000,000",PG-13,Drama,381
Lady Bird,"$48,958,273","$78,965,611",A24,"$364,437",4,N/A,R,"Comedy,Drama",424
John Wick: Chapter 3 - Parabellum,"$171,015,687","$326,709,727",Lionsgate,"$56,818,067","3,850",N/A,R,"Action,Crime,Thriller",270
Fast & Furious Presents: Hobbs & Shaw,"$173,956,935","$759,056,935",Universal Pictures,"$60,038,950","4,253","$200,000,000",N/A,"Action,Adventure",193
Us,"$175,084,580","$255,184,580",Universal Pictures,"$71,117,625","3,741","$20,000,000",R,"Horror,Mystery,Thriller",326
Jumanji: The Next Level,"$298,827,461","$768,789,153",Sony Pictures Releasing,"$59,251,543","4,227","$125,000,000",PG-13,"Action,Adventure,Comedy,Fantasy",60
Once Upon a Time... in Hollywood,"$142,412,674","$374,251,247",Sony Pictures Releasing,"$41,082,018","3,659","$90,000,000",R,"Comedy,Drama",200
Pokémon Detective Pikachu,"$144,105,346","$433,005,346",Warner Bros.,"$54,365,242","4,202","$150,000,000",PG,"Action,Adventure,Comedy,Family,Mystery,Sci-Fi",277
The Secret Life of Pets 2,"$158,874,395","$430,051,293",Universal Pictures,"$46,652,680","4,561","$80,000,000",PG,"Adventure,Animation,Comedy,Family",249
How to Train Your Dragon: The Hidden World,"$160,799,505","$521,799,505",Universal Pictures,"$55,022,245","4,259","$129,000,000",PG,"Action,Adventure,Animation,Family,Fantasy",354
It Chapter Two,"$211,593,228","$473,093,228",Warner Bros.,"$91,062,152","4,570",N/A,R,"Drama,Fantasy,Horror",158
Joker,"$335,217,782","$1,072,417,782",Warner Bros.,"$96,202,337","4,374","$55,000,000",R,"Crime,Drama,Thriller",130
Aladdin,"$355,559,216","$1,050,693,953",Walt Disney Studios Motion Pictures,"$91,500,929","4,476","$183,000,000",PG,"Adventure,Family,Fantasy,Musical,Romance",263
Spider-Man: Far from Home,"$390,532,085","$1,131,927,996",Sony Pictures Releasing,"$92,579,212","4,634","$160,000,000",PG-13,"Action,Adventure,Sci-Fi",224
Star Wars: Episode IX - The Rise of Skywalker,"$510,833,047","$1,064,796,091",Walt Disney Studios Motion Pictures,"$177,383,864","4,406",N/A,PG-13,"Action,Adventure,Fantasy,Sci-Fi",53
Captain Marvel,"$426,829,839","$1,128,274,794",Walt Disney Studios Motion Pictures,"$153,433,423","4,310",N/A,PG-13,"Action,Adventure,Sci-Fi",340
Frozen II,"$474,404,111","$1,437,433,181",Walt Disney Studios Motion Pictures,"$130,263,358","4,440",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",81
Toy Story 4,"$434,038,008","$1,073,394,593",Walt Disney Studios Motion Pictures,"$120,908,065","4,575",N/A,G,"Adventure,Animation,Comedy,Family,Fantasy",235
"Everything, Everything","$34,121,140","$61,621,140",Warner Bros.,"$11,727,390","2,801","$10,000,000",PG-13,"Drama,Romance",227
The Foreigner,"$34,393,507","$145,374,099",STX Entertainment,"$13,113,024","2,515","$35,000,000",R,"Action,Thriller",84
American Assassin,"$36,249,674","$67,234,188",Lionsgate,"$14,846,778","3,154","$33,000,000",R,"Action,Thriller",112
Jigsaw,"$38,052,832","$102,952,888",Lionsgate,"$16,640,452","2,941","$10,000,000",R,"Horror,Mystery,Thriller",70
King Arthur: Legend of the Sword,"$39,175,066","$148,675,066",Warner Bros.,"$15,371,270","3,702","$175,000,000",PG-13,"Action,Adventure,Drama,Fantasy",234
The Star,"$40,852,824","$62,812,974",Sony Pictures Releasing,"$9,812,674","2,837","$20,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",410
The Lion King,"$543,638,043","$1,656,943,394",Walt Disney Studios Motion Pictures,"$191,770,759","4,725","$260,000,000",PG,"Adventure,Animation,Drama,Family,Musical",207
Wind River,"$33,800,859","$43,980,821",The Weinstein Company,"$161,558",4,"$11,000,000",R,"Crime,Drama,Mystery,Thriller",154
Valerian and the City of a Thousand Planets,"$41,189,488","$225,874,228",STX Entertainment,"$17,007,624","3,553","$177,200,000",PG-13,"Action,Adventure,Fantasy,Sci-Fi",164
Ghost in the Shell,"$40,563,557","$169,801,921",Paramount Pictures,"$18,676,033","3,440","$110,000,000",PG-13,"Action,Drama,Sci-Fi,Thriller",276
Moana,"$248,757,044","$643,331,111",Walt Disney Studios Motion Pictures,"$56,631,401","3,875",N/A,PG,"Adventure,Animation,Comedy,Family,Fantasy,Musical",404
The Big Sick,"$42,873,127","$56,411,585",Lionsgate,"$421,577",5,N/A,R,"Comedy,Drama,Romance",192
47 Meters Down,"$44,307,191","$62,187,529",Entertainment Studios Motion Pictures,"$11,205,561","2,270","$5,300,000",PG-13,"Adventure,Drama,Horror,Thriller",199
Passengers,"$100,014,699","$303,144,152",Sony Pictures Releasing,"$14,869,736","3,478","$110,000,000",PG-13,"Drama,Romance,Sci-Fi,Thriller",376
xXx: Return of Xander Cage,"$44,898,413","$346,118,277",Paramount Pictures,"$20,130,142","3,651","$85,000,000",PG-13,"Action,Adventure,Thriller",346
All Eyez on Me,"$44,922,302","$55,668,698",Lionsgate,"$26,435,354","2,471","$40,000,000",R,"Biography,Drama,Music",199
Going in Style,"$45,018,541","$84,918,541",Warner Bros.,"$11,932,330","3,061","$25,000,000",PG-13,"Comedy,Crime",269
Smurfs: The Lost Village,"$45,020,282","$197,183,546",Sony Pictures Releasing,"$13,210,449","3,610","$60,000,000",PG,"Adventure,Animation,Comedy,Family,Fantasy",269
The Great Wall,"$45,540,830","$334,933,831",Universal Pictures,"$18,469,620","3,326","$150,000,000",PG-13,"Action,Adventure,Fantasy,Thriller",318
Snatched,"$45,852,178","$60,845,711",Twentieth Century Fox,"$19,542,248","3,501","$42,000,000",R,"Action,Adventure,Comedy",234
Lion,"$51,738,905","$140,312,928",The Weinstein Company,"$123,360",4,"$12,000,000",PG-13,"Biography,Drama",402
Boo 2! A Madea Halloween,"$47,319,572","$48,333,932",Lionsgate,"$21,226,953","2,388","$25,000,000",PG-13,"Comedy,Drama,Horror",77
The Greatest Showman,"$174,340,174","$434,993,183",Twentieth Century Fox,"$8,805,843","3,006","$84,000,000",PG,"Biography,Drama,Musical",377
The Dark Tower,"$50,701,325","$113,231,078",Sony Pictures Releasing,"$19,153,698","3,451","$60,000,000",PG-13,"Action,Adventure,Fantasy,Horror,Sci-Fi,Western",150
American Made,"$51,342,000","$134,866,593",Universal Pictures,"$16,776,390","3,024","$50,000,000",R,"Action,Biography,Comedy,Crime",98
Atomic Blonde,"$51,687,870","$100,014,025",Focus Features,"$18,286,420","3,304","$30,000,000",R,"Action,Thriller",157
